"Id", "2"
"10248", "3"
"10249", "2"
"10250", "3"
"10251", "3"
"10252", "3"
"10253", "3"
"10254", "3"
"10255", "4"
"10256", "2"
"10257", "3"
"10258", "3"
"10259", "2"
"10260", "4"
"10261", "2"
"10262", "3"
"10263", "4"
"10264", "2"
"10265", "2"
"10267", "3"
"10268", "2"
"10269", "2"
"10270", "2"
"10272", "3"
"10273", "5"
"10274", "2"
"10275", "2"
"10276", "2"
"10277", "2"
"10278", "4"
"10280", "3"
"10281", "3"
"10282", "2"
"10283", "4"
"10284", "4"
"10285", "3"
"10286", "2"
"10287", "3"
"10288", "2"
"10289", "2"
"10290", "4"
"10291", "3"
"10293", "4"
"10294", "5"
"10296", "3"
"10297", "2"
"10298", "4"
"10299", "2"
"10300", "2"
"10301", "2"
"10302", "3"
"10303", "3"
"10304", "3"
"10305", "3"
"10306", "3"
"10307", "2"
"10308", "2"
"10309", "5"
"10310", "2"
"10311", "2"
"10312", "4"
"10314", "3"
"10315", "2"
"10316", "2"
"10318", "2"
"10319", "3"
"10323", "3"
"10324", "5"
"10325", "5"
"10326", "3"
"10327", "4"
"10328", "3"
"10329", "4"
"10330", "2"
"10332", "3"
"10333", "3"
"10334", "2"
"10335", "4"
"10337", "5"
"10338", "2"
"10339", "3"
"10340", "3"
"10341", "2"
"10342", "4"
"10343", "3"
"10344", "2"
"10345", "3"
"10346", "2"
"10347", "4"
"10348", "2"
"10350", "2"
"10351", "4"
"10352", "2"
"10353", "2"
"10354", "2"
"10355", "2"
"10356", "3"
"10357", "3"
"10358", "3"
"10359", "3"
"10360", "5"
"10361", "2"
"10362", "3"
"10363", "3"
"10364", "2"
"10366", "2"
"10367", "4"
"10368", "4"
"10369", "2"
"10370", "3"
"10372", "4"
"10373", "2"
"10374", "2"
"10375", "2"
"10377", "2"
"10379", "3"
"10380", "4"
"10382", "5"
"10383", "3"
"10384", "2"
"10385", "3"
"10386", "2"
"10387", "4"
"10388", "3"
"10389", "4"
"10390", "4"
"10393", "5"
"10394", "2"
"10395", "3"
"10396", "3"
"10397", "2"
"10398", "2"
"10399", "4"
"10400", "3"
"10401", "4"
"10402", "2"
"10403", "2"
"10404", "3"
"10406", "5"
"10407", "3"
"10408", "3"
"10409", "2"
"10410", "2"
"10411", "3"
"10413", "3"
"10414", "2"
"10415", "2"
"10416", "3"
"10417", "4"
"10418", "4"
"10419", "2"
"10420", "4"
"10421", "4"
"10423", "2"
"10424", "3"
"10425", "2"
"10426", "2"
"10429", "2"
"10430", "4"
"10431", "3"
"10432", "2"
"10434", "2"
"10435", "3"
"10436", "4"
"10438", "3"
"10439", "4"
"10440", "4"
"10442", "3"
"10443", "2"
"10444", "4"
"10445", "2"
"10446", "4"
"10447", "3"
"10448", "2"
"10449", "3"
"10450", "2"
"10451", "4"
"10452", "2"
"10453", "2"
"10454", "3"
"10455", "4"
"10456", "2"
"10458", "5"
"10459", "3"
"10460", "2"
"10461", "3"
"10462", "2"
"10463", "2"
"10464", "4"
"10465", "5"
"10466", "2"
"10467", "2"
"10468", "2"
"10469", "3"
"10470", "3"
"10471", "2"
"10472", "2"
"10473", "2"
"10474", "4"
"10475", "3"
"10476", "2"
"10477", "3"
"10479", "4"
"10480", "2"
"10481", "2"
"10483", "2"
"10484", "3"
"10485", "4"
"10486", "3"
"10487", "3"
"10488", "2"
"10489", "2"
"10490", "3"
"10491", "2"
"10492", "2"
"10493", "3"
"10495", "3"
"10497", "3"
"10498", "3"
"10499", "2"
"10500", "2"
"10502", "3"
"10503", "2"
"10504", "4"
"10506", "2"
"10507", "2"
"10508", "2"
"10510", "2"
"10511", "3"
"10512", "4"
"10513", "3"
"10514", "5"
"10515", "5"
"10516", "3"
"10517", "3"
"10518", "3"
"10519", "3"
"10520", "2"
"10521", "3"
"10522", "4"
"10523", "4"
"10524", "4"
"10525", "2"
"10526", "3"
"10527", "2"
"10528", "3"
"10529", "3"
"10530", "4"
"10532", "2"
"10533", "3"
"10534", "3"
"10535", "4"
"10536", "4"
"10537", "5"
"10538", "2"
"10539", "4"
"10540", "4"
"10541", "4"
"10542", "2"
"10543", "2"
"10544", "2"
"10546", "3"
"10547", "2"
"10548", "2"
"10549", "3"
"10550", "4"
"10551", "3"
"10552", "2"
"10553", "5"
"10554", "4"
"10555", "5"
"10557", "2"
"10558", "5"
"10559", "2"
"10560", "2"
"10561", "2"
"10562", "2"
"10563", "2"
"10564", "3"
"10565", "2"
"10566", "3"
"10567", "3"
"10569", "2"
"10570", "2"
"10571", "2"
"10572", "4"
"10573", "3"
"10574", "4"
"10575", "4"
"10576", "3"
"10577", "3"
"10578", "2"
"10579", "2"
"10580", "3"
"10582", "2"
"10583", "3"
"10587", "3"
"10588", "2"
"10590", "2"
"10591", "3"
"10592", "2"
"10593", "3"
"10594", "2"
"10595", "3"
"10596", "3"
"10597", "3"
"10598", "2"
"10600", "2"
"10601", "2"
"10603", "2"
"10604", "2"
"10605", "4"
"10606", "3"
"10607", "5"
"10609", "3"
"10611", "3"
"10612", "5"
"10613", "2"
"10614", "3"
"10616", "4"
"10618", "3"
"10619", "2"
"10620", "2"
"10621", "4"
"10622", "2"
"10623", "5"
"10624", "3"
"10625", "3"
"10626", "3"
"10627", "2"
"10629", "2"
"10630", "2"
"10632", "2"
"10633", "4"
"10634", "4"
"10635", "3"
"10636", "2"
"10637", "3"
"10638", "3"
"10640", "2"
"10641", "2"
"10642", "2"
"10643", "3"
"10644", "3"
"10645", "2"
"10646", "4"
"10647", "2"
"10648", "2"
"10649", "2"
"10650", "3"
"10651", "2"
"10652", "2"
"10653", "2"
"10654", "3"
"10656", "3"
"10657", "6"
"10658", "4"
"10659", "3"
"10661", "2"
"10663", "3"
"10664", "3"
"10665", "3"
"10666", "2"
"10667", "2"
"10668", "3"
"10670", "5"
"10671", "3"
"10672", "2"
"10673", "3"
"10675", "3"
"10676", "3"
"10677", "2"
"10678", "4"
"10680", "3"
"10681", "3"
"10682", "3"
"10684", "3"
"10685", "3"
"10686", "2"
"10687", "3"
"10688", "3"
"10690", "2"
"10691", "5"
"10693", "4"
"10694", "3"
"10695", "3"
"10696", "2"
"10697", "4"
"10698", "5"
"10700", "4"
"10701", "3"
"10702", "2"
"10703", "3"
"10704", "3"
"10705", "2"
"10706", "3"
"10707", "3"
"10708", "2"
"10709", "3"
"10710", "2"
"10711", "3"
"10712", "2"
"10713", "4"
"10714", "5"
"10715", "2"
"10716", "3"
"10717", "3"
"10718", "4"
"10719", "3"
"10720", "2"
"10722", "4"
"10724", "2"
"10725", "3"
"10726", "2"
"10727", "3"
"10728", "4"
"10729", "3"
"10730", "3"
"10731", "2"
"10733", "3"
"10734", "3"
"10735", "2"
"10736", "2"
"10737", "2"
"10739", "2"
"10740", "4"
"10742", "3"
"10745", "4"
"10746", "4"
"10747", "4"
"10748", "3"
"10749", "3"
"10750", "3"
"10751", "4"
"10752", "2"
"10753", "2"
"10755", "4"
"10756", "4"
"10757", "4"
"10758", "3"
"10760", "3"
"10761", "2"
"10762", "4"
"10763", "3"
"10764", "2"
"10766", "3"
"10768", "4"
"10769", "4"
"10772", "2"
"10773", "3"
"10774", "2"
"10775", "2"
"10776", "4"
"10779", "2"
"10780", "2"
"10781", "3"
"10783", "2"
"10784", "3"
"10785", "2"
"10786", "3"
"10787", "2"
"10788", "2"
"10789", "4"
"10790", "2"
"10791", "2"
"10792", "3"
"10793", "2"
"10794", "2"
"10795", "2"
"10796", "4"
"10798", "2"
"10799", "3"
"10800", "3"
"10801", "2"
"10802", "4"
"10803", "3"
"10804", "3"
"10805", "2"
"10806", "3"
"10808", "2"
"10810", "3"
"10811", "3"
"10812", "3"
"10813", "2"
"10814", "4"
"10816", "2"
"10817", "4"
"10818", "2"
"10819", "2"
"10821", "2"
"10822", "2"
"10823", "4"
"10824", "2"
"10825", "2"
"10826", "2"
"10827", "2"
"10828", "2"
"10829", "4"
"10830", "4"
"10831", "4"
"10832", "4"
"10833", "3"
"10834", "2"
"10835", "2"
"10836", "5"
"10837", "4"
"10838", "3"
"10839", "2"
"10840", "2"
"10841", "4"
"10842", "4"
"10845", "5"
"10846", "3"
"10847", "6"
"10848", "2"
"10849", "2"
"10850", "3"
"10851", "4"
"10852", "3"
"10854", "2"
"10855", "4"
"10856", "2"
"10857", "3"
"10858", "3"
"10859", "3"
"10860", "2"
"10861", "5"
"10862", "2"
"10863", "2"
"10864", "2"
"10865", "2"
"10866", "3"
"10868", "3"
"10869", "4"
"10870", "2"
"10871", "3"
"10872", "4"
"10873", "2"
"10875", "3"
"10876", "2"
"10877", "2"
"10879", "3"
"10880", "3"
"10882", "3"
"10884", "3"
"10885", "4"
"10886", "3"
"10888", "2"
"10889", "2"
"10890", "3"
"10893", "5"
"10894", "3"
"10895", "4"
"10896", "2"
"10897", "2"
"10901", "2"
"10902", "2"
"10903", "3"
"10904", "2"
"10908", "2"
"10909", "3"
